"faa","name","lat","lon","alt","tz","dst","city","country"
BKD,Stephens County Airport,32.71900177,-98.8909988403,1284,-6.0,A,Breckenridge,United States
TPL,Draughon Miller Central Texas Regional Airport,31.15250015258789,-97.40779876708984,682,-6.0,A,Temple,United States
OZA,Ozona Municipal Airport,30.735300064087,-101.20300292969,2381,-6.0,A,Ozona,United States
KDM,Kaadedhdhoo Airport,0.4881309866905212,72.99690246582031,2,5.0,U,Kaadedhdhoo,Maldives
LAK,Aklavik/Freddie Carmichael Airport,68.223297,-135.00599,23,-7.0,A,Aklavik,Canada
YWJ,Déline Airport,65.21109771728516,-123.43599700927734,703,-7.0,A,Deline,Canada
ZFN,Tulita Airport,64.909697,-125.572998,332,-7.0,A,Tulita,Canada
YGH,Fort Good Hope Airport,66.24079895019531,-128.6510009765625,268,-7.0,A,Fort Good Hope,Canada
TAH,Tanna Airport,-19.45509910583496,169.2239990234375,19,11.0,U,Tanna,Vanuatu
YPC,Paulatuk (Nora Aliqatchialuk Ruben) Airport,69.3608381154,-124.075469971,15,-7.0,A,Paulatuk,Canada
SRZ,El Trompillo Airport,-17.8115997314,-63.1715011597,1371,-4.0,U,Santa Cruz,Bolivia
SAB,Juancho E. Yrausquin Airport,17.645000457763672,-63.220001220703125,60,-4.0,U,Saba,Netherlands Antilles
EGE,Eagle County Regional Airport,39.64260101,-106.9179993,6548,-7.0,A,Vail,United States
SKN,Stokmarknes Skagen Airport,68.578826904297,15.033416748047,11,1.0,E,Stokmarknes,Norway
CGF,Cuyahoga County Airport,41.5651016235,-81.4863967896,879,-5.0,A,Richmond Heights,United States
MFD,Mansfield Lahm Regional Airport,40.82139968869999,-82.5166015625,1297,-5.0,A,Mansfield,United States
CSG,Columbus Metropolitan Airport,32.516300201416016,-84.93890380859375,397,-5.0,A,Columbus,United States
LAW,Lawton Fort Sill Regional Airport,34.5676994324,-98.4166030884,1110,-6.0,A,Lawton,United States
FNL,Northern Colorado Regional Airport,40.451804,-105.011,5016,-7.0,A,Fort Collins,United States
FLG,Flagstaff Pulliam Airport,35.13850021,-111.6709976,7014,-7.0,N,Flagstaff,United States
TVL,Lake Tahoe Airport,38.89390182495117,-119.99500274658205,6264,-8.0,A,South Lake Tahoe,United States
TWF,Joslin Field Magic Valley Regional Airport,42.4818,-114.487999,4154,-7.0,A,Twin Falls,United States
MVY,Martha's Vineyard Airport,41.3931007385,-70.6143035889,67,-5.0,A,Vineyard Haven MA,United States
CON,Concord Municipal Airport,43.20270157,-71.50229645,342,-5.0,A,Concord NH,United States
GON,Groton New London Airport,41.3301010131836,-72.04509735107422,9,-5.0,A,Groton CT,United States
STC,St Cloud Regional Airport,45.54660034179688,-94.05989837646484,1031,-6.0,A,Saint Cloud,United States
BPE,Qinhuangdao Beidaihe Airport,39.666389,119.058889,46,8.0,U,Bagan,Burma
GTR,Golden Triangle Regional Airport,33.450298309299995,-88.5914001465,264,-6.0,A,Columbus Mississippi,United States
GOJ,Nizhny Novgorod Strigino International Airport,56.230098724365,43.784000396729,256,3.0,N,Nizhniy Novgorod,Russia
HQM,Bowerman Airport,46.9711990356,-123.93699646,18,-8.0,A,Hoquiam,United States
ERI,Erie International Tom Ridge Field,42.0831270134,-80.1738667488,732,-5.0,A,Erie,United States
HYA,Barnstable Municipal Boardman Polando Field,41.66930008,-70.28040314,54,-5.0,A,Barnstable,United States
SPR,San Pedro Airport,17.9139,-87.9711,4,-6.0,U,San Pedro,Belize
SDX,Sedona Airport,34.848598480225,-111.78800201416,4830,-7.0,A,Sedona,United States
MGW,Morgantown Municipal Walter L. Bill Hart Field,39.64289856,-79.91629791,1248,-5.0,A,Morgantown,United States
CRW,Yeager Airport,38.37310028076172,-81.59320068359375,981,-5.0,A,Charleston,United States
AVP,Wilkes Barre Scranton International Airport,41.3385009766,-75.72339630130001,962,-5.0,A,Scranton,United States
BJI,Bemidji Regional Airport,47.50939941,-94.93370056,1391,-6.0,A,Bemidji,United States
YTF,Alma Airport,48.50889968869999,-71.64189910889999,445,-5.0,A,Alma,Canada
THG,Thangool Airport,-24.493900299072266,150.5760040283203,644,10.0,O,Biloela,Australia
FGI,Fagali'i Airport,-13.8486995697,-171.740005493,131,13.0,U,Apia,Samoa
BNK,Ballina Byron Gateway Airport,-28.8339004517,153.56199646,7,10.0,O,Ballina Byron Bay,Australia
FAR,Hector International Airport,46.92070007324219,-96.81580352783205,902,-6.0,A,Fargo,United States
MKC,Charles B. Wheeler Downtown Airport,39.12319946289063,-94.5927963256836,759,-6.0,A,Kansas City,United States
RBE,Ratanakiri Airport,13.729999542236328,106.98699951171876,0,7.0,U,Ratanakiri,Cambodia
GCC,Gillette Campbell County Airport,44.3488998413,-105.539001465,4365,-7.0,A,Gillette,United States
TOF,Bogashevo Airport,56.380298614502,85.208297729492,597,7.0,N,Tomsk,Russia
NZJ,El Toro Marine Corps Air Station,33.67610168457031,-117.7310028076172,383,-8.0,A,Santa Ana,United States
PHY,Phetchabun Airport,16.6760005951,101.194999695,450,7.0,U,Phetchabun,Thailand
CJM,Chumphon Airport,10.711199760437012,99.36170196533205,18,7.0,U,Chumphon,Thailand
JZH,Jiuzhai Huanglong Airport,32.8533333333,103.682222222,11327,8.0,U,Jiuzhaigou,China
SWA,Jieyang Chaoshan International Airport,23.552,116.5033,0,8.0,U,Shantou,China
GEO,Cheddi Jagan International Airport,6.498549938201904,-58.25410079956055,95,-4.0,U,Georgetown,Guyana
AGT,Guarani International Airport,-25.454516,-54.842682,846,-4.0,S,Ciudad del Este,Paraguay
OGL,Eugene F. Correira International Airport,6.80628,-58.1059,10,-4.0,U,Georgetown,Guyana
KAI,Kaieteur International Airport,5.17275476456,-59.491481781,1520,-4.0,U,Kaieteur,Guyana
DNH,Dunhuang Airport,40.16109848022461,94.80919647216795,0,8.0,U,Dunhuang,China
AOI,Ancona Falconara Airport,43.616299,13.3623,49,1.0,E,Ancona,Italy
TCP,Taba International Airport,29.5877990723,34.7780990601,2415,2.0,U,Taba,Egypt
LYB,Edward Bodden Airfield,19.660161,-80.088826,3,-5.0,N,Little Cayman,Cayman Islands
BJV,Milas Bodrum International Airport,37.25059890749999,27.6643009186,21,3.0,E,Bodrum,Turkey
TBJ,Tabarka 7 Novembre Airport,36.97999954223633,8.87693977355957,230,1.0,E,Tabarka,Tunisia
SAW,Sabiha Gökçen International Airport,40.898601532,29.3092002869,312,3.0,E,Istanbul,Turkey
SCE,University Park Airport,40.8493003845,-77.84870147710001,1239,-5.0,A,State College Pennsylvania,United States
BME,Broome International Airport,-17.944700241088867,122.23200225830078,56,8.0,O,Broome,Australia
NTL,Newcastle Airport,-32.79499816894531,151.83399963378906,31,10.0,O,Newcastle,Australia
KLU,Klagenfurt Airport,46.642502,14.3377,1472,1.0,E,Klagenfurt,Austria
HFT,Hammerfest Airport,70.679702758789,23.668600082397,266,1.0,E,Hammerfest,Norway
HVG,Valan Airport,71.009696960449,25.983600616455,44,1.0,E,Honningsvag,Norway
MEH,Mehamn Airport,71.02970123291,27.826700210571,39,1.0,E,Mehamn,Norway
VDS,Vadsø Airport,70.065299987793,29.844699859619,127,1.0,E,Vadsø,Norway
IKA,Imam Khomeini International Airport,35.416099548339844,51.15219879150391,3305,3.5,E,Tehran,Iran
MHD,Mashhad International Airport,36.235198974609375,59.64099884033203,3263,3.5,E,Mashhad,Iran
UIK,Ust-Ilimsk Airport,58.13610076904297,102.56500244140624,1339,8.0,N,Ust Ilimsk,Russia
MEI,Key Field,32.33259963989258,-88.75189971923828,297,-6.0,A,Meridian,United States
SPI,Abraham Lincoln Capital Airport,39.84410095,-89.67790222,598,-6.0,A,Springfield,United States
CEZ,Cortez Municipal Airport,37.3030014038,-108.627998352,5918,-7.0,A,Cortez,United States
HDN,Yampa Valley Airport,40.48120117,-107.2180023,6606,-7.0,A,Hayden,United States
GUP,Gallup Municipal Airport,35.511100769,-108.789001465,6472,-7.0,A,Gallup,United States
LBL,Liberal Mid-America Regional Airport,37.0442009,-100.9599991,2885,-6.0,A,Liberal,United States
LAA,Lamar Municipal Airport,38.0696983337,-102.68800354,3706,-7.0,A,Lamar,United States
GLD,Renner Field-Goodland Municipal Airport,39.37060165,-101.6989975,3656,-7.0,A,Goodland,United States
COD,Yellowstone Regional Airport,44.520198822,-109.024002075,5102,-7.0,A,Cody,United States
HOV,"Ørsta-Volda Airport, Hovden",62.180000305176,6.0741000175476,243,1.0,E,Orsta-Volda,Norway
ISC,St. Mary's Airport,49.91329956054688,-6.291669845581055,116,0.0,E,ST MARY\'S,United Kingdom
SGF,Springfield Branson National Airport,37.24570084,-93.38860321,1268,-6.0,A,Springfield,United States
NVK,Narvik Framnes Airport,68.436897277832,17.386699676514,95,1.0,E,Narvik,Norway
BVG,Berlevåg Airport,70.871399,29.034201,42,1.0,E,Berlevag,Norway
FBU,"Oslo, Fornebu Airport",59.89580154418945,10.617199897766112,0,1.0,E,Oslo,Norway
NSK,Norilsk-Alykel Airport,69.31109619140625,87.33219909667969,574,7.0,N,Norilsk,Russia
AAQ,Anapa Vityazevo Airport,45.002101898193,37.347301483154,174,3.0,N,Anapa,Russia
JLN,Joplin Regional Airport,37.151798248291016,-94.49829864501952,981,-6.0,A,Joplin,United States
ABE,Lehigh Valley International Airport,40.652099609375,-75.44080352783203,393,-5.0,A,Allentown,United States
XNA,Northwest Arkansas Regional Airport,36.281898,-94.306801,1287,-6.0,A,Bentonville,United States
GUW,Atyrau Airport,47.12189865112305,51.8213996887207,-72,5.0,U,Atyrau,Kazakhstan
KZO,Kzyl-Orda Southwest Airport,44.706902,65.592499,433,6.0,U,Kzyl-Orda,Kazakhstan
SBN,South Bend Regional Airport,41.70869827270508,-86.31729888916016,799,-5.0,A,South Bend,United States
BKA,Bykovo Airport,55.6171989441,38.0600013733,427,3.0,N,Moscow,Russia
ARH,Talagi Airport,64.60030364990234,40.71670150756836,62,3.0,N,Arkhangelsk,Russia
RTW,Saratov Central Airport,51.56499862670898,46.04669952392578,499,3.0,N,Saratov,Russia
NUX,Novy Urengoy Airport,66.06939697265625,76.52030181884766,210,5.0,N,Novy Urengoy,Russia
NOJ,Noyabrsk Airport,63.18330001831055,75.2699966430664,446,5.0,N,Noyabrsk,Russia
SCO,Aktau Airport,43.8601,51.091999,73,5.0,U,Aktau,Kazakhstan
UCT,Ukhta Airport,63.56689834594727,53.8046989440918,482,3.0,N,Ukhta,Russia
USK,Usinsk Airport,66.00469970703125,57.3671989440918,262,3.0,N,Usinsk,Russia
PEX,Pechora Airport,65.12110137939453,57.13079833984375,98,3.0,N,Pechora,Russia
NNM,Naryan Mar Airport,67.63999938964844,53.12189865112305,36,3.0,N,Naryan-Mar,Russia
PKV,Pskov Airport,57.78390121459961,28.39559936523437,154,3.0,N,Pskov,Russia
KGP,Kogalym International Airport,62.19039916992188,74.53379821777344,220,5.0,N,Kogalym,Russia
KJA,Yemelyanovo Airport,56.172901,92.493301,942,7.0,N,Krasnoyarsk,Russia
KGF,Sary-Arka Airport,49.67079925537109,73.33439636230469,1765,6.0,U,Karaganda,Kazakhstan
URJ,Uray Airport,60.10329818725586,64.82669830322266,190,5.0,N,Uraj,Russia
IWA,Ivanovo South Airport,56.93939971923828,40.940799713134766,410,3.0,N,Ivanovo,Russia
CGQ,Longjia Airport,43.9962005615,125.684997559,706,8.0,U,Changchun,China
KIJ,Niigata Airport,37.9558982849,139.121002197,29,9.0,U,Niigata,Japan
JON,Johnston Atoll Airport,16.7285995483,-169.533996582,7,-10.0,U,Johnston Island,Johnston Atoll
SMD,Smith Field,41.14339828,-85.15280151,835,-5.0,A,Fort Wayne IN,United States
ACV,California Redwood Coast-Humboldt County Airport,40.978101,-124.109,221,-8.0,A,Arcata CA,United States
OAJ,Albert J Ellis Airport,34.8292007446,-77.61209869380001,94,-5.0,A,Jacksonville NC,United States
TCL,Tuscaloosa Regional Airport,33.220600128174,-87.611396789551,170,-6.0,A,Tuscaloosa AL,United States
DBQ,Dubuque Regional Airport,42.40200043,-90.70950317,1077,-6.0,A,Dubuque IA,United States
HHP,Shun Tak Heliport,22.2893714905,114.152153015,107,8.0,N,Hong Kong,Hong Kong
ATD,Uru Harbour Airport,-8.87333,161.011002,0,11.0,U,Atoifi,Solomon Islands
AKS,Gwaunaru'u Airport,-8.70257,160.682007,5,11.0,U,Auki,Solomon Islands
BAS,Ballalae Airport,-6.990745,155.886656,5,11.0,U,Ballalae,Solomon Islands
FRE,Fera/Maringe Airport,-8.1075,159.576996,0,11.0,U,Fera Island,Solomon Islands
MBU,Babanakira Airport,-9.7475004196167,159.83900451660156,0,11.0,U,Mbambanakira,Solomon Islands
IRA,Ngorangora Airport,-10.4497003555,161.897994995,54,11.0,U,Kirakira,Solomon Islands
SCZ,Santa Cruz/Graciosa Bay/Luova Airport,-10.72029972076416,165.7949981689453,18,11.0,U,Santa Cruz/Graciosa Bay/Luova,Solomon Islands
MUA,Munda Airport,-8.327969551086426,157.26300048828125,10,11.0,U,Munda,Solomon Islands
GZO,Nusatupe Airport,-8.09778022766,156.863998413,13,11.0,U,Gizo,Solomon Islands
MNY,Mono Airport,-7.416940212249756,155.56500244140625,0,11.0,U,Stirling Island,Solomon Islands
RNL,Rennell/Tingoa Airport,-11.533900260925291,160.06300354003906,0,11.0,U,Rennell Island,Solomon Islands
RUS,Marau Airport,-9.86166954041,160.824996948,0,11.0,U,Marau,Solomon Islands
VAO,Suavanao Airport,-7.585559844970703,158.7310028076172,0,11.0,U,Suavanao,Solomon Islands
KGE,Kaghau Airport,-7.3305,157.585,30,11.0,U,Kagau Island,Solomon Islands
RBV,Ramata Airport,-8.168060302734375,157.64300537109375,0,11.0,U,Ramata,Solomon Islands
BUA,Buka Airport,-5.422319889068604,154.67300415039062,11,10.0,U,Buka Island,Papua New Guinea
CMU,Chimbu Airport,-6.024290084838867,144.9709930419922,4974,10.0,U,Kundiawa,Papua New Guinea
DAU,Daru Airport,-9.08675956726,143.207992554,20,10.0,U,Daru,Papua New Guinea
GUR,Gurney Airport,-10.3114995956,150.333999634,88,10.0,U,Gurney,Papua New Guinea
PNP,Girua Airport,-8.80453968048,148.309005737,311,10.0,U,Girua,Papua New Guinea
HKN,Kimbe Airport,-5.462170124053955,150.40499877929688,66,10.0,U,Hoskins,Papua New Guinea
UNG,Kiunga Airport,-6.1257100105285645,141.28199768066406,88,10.0,U,Kiunga,Papua New Guinea
KRI,Kikori Airport,-7.424379825592041,144.2500762939453,50,10.0,U,Kikori,Papua New Guinea
KMA,Kerema Airport,-7.96361017227,145.770996094,10,10.0,U,Kerema,Papua New Guinea
KVG,Kavieng Airport,-2.57940006256,150.807998657,7,10.0,U,Kavieng,Papua New Guinea
MDU,Mendi Airport,-6.14774,143.656998,5680,10.0,U,Mendi,Papua New Guinea
MAS,Momote Airport,-2.06189,147.423996,12,10.0,U,Momote,Papua New Guinea
MXH,Moro Airport,-6.36332988739,143.238006592,2740,10.0,U,Moro,Papua New Guinea
MIS,Misima Island Airport,-10.6892004013,152.837997437,26,10.0,U,Misima Island,Papua New Guinea
TIZ,Tari Airport,-5.84499979019,142.947998047,5500,10.0,U,Tari,Papua New Guinea
TBG,Tabubil Airport,-5.27861,141.225998,1570,10.0,U,Tabubil,Papua New Guinea
RAB,Tokua Airport,-4.34045982361,152.380004883,32,10.0,U,Tokua,Papua New Guinea
VAI,Vanimo Airport,-2.6926,141.3028,10,10.0,U,Vanimo,Papua New Guinea
WBM,Wapenamanda Airport,-5.64330005645752,143.89500427246094,5889,10.0,U,Wapenamanda,Papua New Guinea
LLU,Alluitsup Paa Heliport,60.46445,-45.56917,54,-3.0,E,Alluitsup Paa,Greenland
CNP,Neerlerit Inaat Airport,70.7431030273,-22.6504993439,45,-1.0,E,Neerlerit Inaat,Greenland
JFR,Paamiut Heliport,61.9921989441,-49.6624984741,63,-3.0,E,Paamiut,Greenland
JGO,Qeqertarsuaq Heliport,69.251181993,-53.5148763657,9,-3.0,E,Qeqertarsuaq Airport,Greenland
JJU,Qaqortoq Heliport,60.7156841553,-46.0299186409,53,-3.0,E,Qaqortoq,Greenland
JSU,Maniitsoq Airport,65.4124984741,-52.9393997192,91,-3.0,E,Maniitsoq,Greenland
JNN,Nanortalik Heliport,60.1418839759,-45.232976675,17,-3.0,E,Nanortalik,Greenland
JNS,Narsaq Heliport,60.9172827256,-46.059923172,83,-3.0,E,Narsaq,Greenland
NAQ,Qaanaaq Airport,77.4886016846,-69.3887023926,51,-4.0,E,Qaanaaq,Greenland
JHS,Sisimiut Airport,66.9513015747,-53.7293014526,33,-3.0,E,Sisimiut,Greenland
JUV,Upernavik Airport,72.7901992798,-56.1305999756,414,-3.0,E,Upernavik,Greenland
JQA,Qaarsut Airport,70.7341995239,-52.6962013245,289,-3.0,E,Uummannaq,Greenland
GRY,Grímsey Airport,66.5458,-18.0173,66,0.0,N,Grímsey,Iceland
THO,Thorshofn Airport,66.21849822998047,-15.335599899291992,65,0.0,N,Thorshofn,Iceland
VPN,Vopnafjörður Airport,65.72059631347656,-14.850600242614746,16,0.0,N,Vopnafjörður,Iceland
YWS,Whistler/Green Lake Water Aerodrome,50.1436004639,-122.948997498,2100,-8.0,A,Whistler,Canada
YAA,Anahim Lake Airport,52.45249938964844,-125.3030014038086,3635,-8.0,A,Anahim Lake,Canada
YWM,Williams Harbour Airport,52.56689834594727,-55.784698486328125,70,-3.5,A,Williams Harbour,Canada
YFX,St. Lewis (Fox Harbour) Airport,52.37279891967773,-55.67390060424805,74,-3.5,A,St. Lewis,Canada
YHA,Port Hope Simpson Airport,52.528099060058594,-56.28609848022461,347,-3.5,A,Port Hope Simpson,Canada
YRG,Rigolet Airport,54.1796989440918,-58.45750045776367,180,-4.0,A,Rigolet,Canada
YCK,Colville Lake Airport,67.0392,-126.08,850,-7.0,A,Colville Lake,Canada
YLE,Whatì Airport,63.13169860839844,-117.24600219726562,882,-7.0,A,Whatì,Canada
SUR,Summer Beaver Airport,52.70859909057617,-88.54190063476562,832,-5.0,A,Summer Beaver,Canada
YAX,Wapekeka Airport,53.84920120239258,-89.57939910888672,712,-6.0,A,Angling Lake,Canada
WNN,Wunnumin Lake Airport,52.89390182495117,-89.28919982910156,819,-5.0,A,Wunnumin Lake,Canada
YNO,North Spirit Lake Airport,52.4900016784668,-92.97109985351562,1082,-6.0,A,North Spirit Lake,Canada
XBE,Bearskin Lake Airport,53.965599060058594,-91.0271987915039,800,-6.0,A,Bearskin Lake,Canada
KIF,Kingfisher Lake Airport,53.01250076293945,-89.85530090332031,866,-5.0,A,Kingfisher Lake,Canada
YOG,Ogoki Post Airport,51.6585998535,-85.9017028809,594,-5.0,A,Ogoki Post,Canada
YHP,Poplar Hill Airport,52.1133,-94.2556,1095,-6.0,A,Poplar Hill,Canada
YKU,Chisasibi Airport,53.80559921264648,-78.91690063476562,43,-5.0,A,Chisasibi,Canada
ZTB,Tête-à-la-Baleine Airport,50.67440032958984,-59.38359832763672,107,-4.0,A,Tête-à-la-Baleine,Canada
ZLT,La Tabatière Airport,50.8307991027832,-58.97560119628906,102,-4.0,A,La Tabatière,Canada
YAC,Cat Lake Airport,51.72719955444336,-91.82440185546876,1344,-6.0,A,Cat Lake,Canada
YAG,Fort Frances Municipal Airport,48.65420150756836,-93.439697265625,1125,-6.0,A,Fort Frances,Canada
XKS,Kasabonika Airport,53.52470016479492,-88.6427993774414,672,-5.0,A,Kasabonika,Canada
YKG,Kangirsuk Airport,60.02719879150391,-69.99919891357422,403,-5.0,A,Kangirsuk,Canada
YAT,Attawapiskat Airport,52.9275016784668,-82.43190002441406,31,-5.0,A,Attawapiskat,Canada
YBE,Uranium City Airport,59.5614013671875,-108.4810028076172,1044,-6.0,N,Uranium City,Canada
YBX,Lourdes de Blanc Sablon Airport,51.4435997009,-57.1852989197,121,-4.0,A,Lourdes-De-Blanc-Sablon,Canada
YRF,Cartwright Airport,53.68280029296875,-57.041900634765625,40,-4.0,A,Cartwright,Canada
YCS,Chesterfield Inlet Airport,63.3469009399,-90.7311019897,32,-6.0,A,Chesterfield Inlet,Canada
YDP,Nain Airport,56.549198150634766,-61.680301666259766,22,-4.0,A,Nain,Canada
YER,Fort Severn Airport,56.01890182495117,-87.67610168457031,48,-5.0,A,Fort Severn,Canada
YFA,Fort Albany Airport,52.20140075683594,-81.6968994140625,48,-5.0,A,Fort Albany,Canada
YFH,Fort Hope Airport,51.5619010925293,-87.90779876708984,899,-5.0,A,Fort Hope,Canada
YMN,Makkovik Airport,55.07690048217773,-59.1864013671875,234,-4.0,A,Makkovik,Canada
YGB,Texada Gillies Bay Airport,49.69419860839844,-124.51799774169922,326,-8.0,A,Texada,Canada
YGO,Gods Lake Narrows Airport,54.55889892578125,-94.49140167236328,617,-6.0,A,Gods Lake Narrows,Canada
YGT,Igloolik Airport,69.3647003174,-81.8161010742,174,-5.0,A,Igloolik,Canada
YGW,Kuujjuarapik Airport,55.28189849853516,-77.76529693603516,34,-5.0,A,Kuujjuarapik,Canada
YGX,Gillam Airport,56.35749816894531,-94.71060180664062,476,-6.0,A,Gillam,Canada
YGZ,Grise Fiord Airport,76.4261016846,-82.90920257570001,146,-5.0,A,Grise Fiord,Canada
YQC,Quaqtaq Airport,61.0463981628418,-69.6177978515625,103,-5.0,A,Quaqtaq,Canada
CXH,Vancouver Harbour Water Aerodrome,49.2943992615,-123.111000061,0,-8.0,A,Vancouver,Canada
YNS,Nemiscau Airport,51.69110107421875,-76.1355972290039,802,-5.0,A,Nemiscau,Canada
YHO,Hopedale Airport,55.44829940795898,-60.22859954833984,39,-4.0,A,Hopedale,Canada
YHR,Chevery Airport,50.46889877319336,-59.63669967651367,39,-4.0,A,Chevery,Canada
YIK,Ivujivik Airport,62.41730117797852,-77.92530059814453,126,-5.0,A,Ivujivik,Canada
YIV,Island Lake Airport,53.857200622558594,-94.65360260009766,770,-6.0,A,Island Lake,Canada
AKV,Akulivik Airport,60.81859970092773,-78.14859771728516,75,-5.0,A,Akulivik,Canada
YKQ,Waskaganish Airport,51.47330093383789,-78.75830078125,80,-5.0,A,Waskaganish,Canada
YPJ,Aupaluk Airport,59.29669952392578,-69.59970092773438,119,-5.0,A,Aupaluk,Canada
YLC,Kimmirut Airport,62.8499984741,-69.88330078119999,175,-5.0,A,Kimmirut,Canada
YLH,Lansdowne House Airport,52.19559860229492,-87.93419647216797,834,-5.0,A,Lansdowne House,Canada
XGR,Kangiqsualujjuaq (Georges River) Airport,58.71139907836914,-65.9927978515625,215,-5.0,A,Kangiqsualujjuaq,Canada
YMH,Mary's Harbour Airport,52.30279922485352,-55.847198486328125,38,-3.5,A,Mary's Harbour,Canada
YMT,Chapais Airport,49.77190017700195,-74.5280990600586,1270,-5.0,A,Chibougamau,Canada
YUD,Umiujaq Airport,56.53609848022461,-76.51830291748047,250,-5.0,A,Umiujaq,Canada
YNC,Wemindji Airport,53.01060104370117,-78.83110046386719,66,-5.0,A,Wemindji,Canada
YNE,Norway House Airport,53.95830154418945,-97.84420013427734,734,-6.0,A,Norway House,Canada
YNL,Points North Landing Airport,58.27669906616211,-104.08200073242188,1605,-6.0,N,Points North Landing,Canada
YOH,Oxford House Airport,54.93330001831055,-95.27890014648438,663,-6.0,A,Oxford House,Canada
YPH,Inukjuak Airport,58.471900939941406,-78.07689666748047,83,-5.0,A,Inukjuak,Canada
YPM,Pikangikum Airport,51.81969833374024,-93.97329711914062,1114,-6.0,A,Pikangikum,Canada
YPO,Peawanuck Airport,54.98809814453125,-85.44329833984375,173,-5.0,A,Peawanuck,Canada
YPW,Powell River Airport,49.83420181274414,-124.5,425,-8.0,A,Powell River,Canada
YQD,The Pas Airport,53.97140121459961,-101.09100341796876,887,-6.0,A,The Pas,Canada
YQN,Nakina Airport,50.18280029296875,-86.69640350341797,1057,-5.0,A,Nakina,Canada
YRA,Rae Lakes Airport,64.11609649658203,-117.30999755859376,723,-7.0,A,Gamètì,Canada
YRL,Red Lake Airport,51.06689834594727,-93.79309844970705,1265,-6.0,A,Red Lake,Canada
YSF,Stony Rapids Airport,59.250301361083984,-105.84100341796876,805,-6.0,N,Stony Rapids,Canada
YSK,Sanikiluaq Airport,56.5377998352,-79.2466964722,104,-5.0,A,Sanikiluaq,Canada
YST,St. Theresa Point Airport,53.84560012817383,-94.85189819335938,773,-6.0,A,St. Theresa Point,Canada
YTL,Big Trout Lake Airport,53.81779861450195,-89.89689636230469,729,-6.0,A,Big Trout Lake,Canada
YVZ,Deer Lake Airport,52.655799865722656,-94.0614013671875,1092,-6.0,A,Deer Lake,Canada
YWP,Webequie Airport,52.9593933975,-87.3748683929,685,-5.0,A,Webequie,Canada
YXN,Whale Cove Airport,62.24000167849999,-92.5980987549,40,-6.0,A,Whale Cove,Canada
YZG,Salluit Airport,62.17940139770508,-75.66719818115234,743,-5.0,A,Salluit,Canada
ZAC,York Landing Airport,56.08940124511719,-96.08920288085938,621,-6.0,A,York Landing,Canada
ILF,Ilford Airport,56.0614013672,-95.613899231,642,-6.0,A,Ilford,Canada
ZBF,Bathurst Airport,47.629699707,-65.738899231,193,-4.0,A,Bathurst,Canada
ZEM,Eastmain River Airport,52.22639846801758,-78.52249908447266,24,-5.0,A,Eastmain River,Canada
ZFD,Fond-Du-Lac Airport,59.33440017700195,-107.18199920654295,814,-6.0,N,Fond-Du-Lac,Canada
ZGI,Gods River Airport,54.83969879150391,-94.07859802246094,627,-6.0,A,Gods River,Canada
ZJN,Swan River Airport,52.120601654052734,-101.23600006103516,1100,-6.0,A,Swan River,Canada
ZKE,Kashechewan Airport,52.282501220703125,-81.67780303955078,35,-5.0,A,Kashechewan,Canada
MSA,Muskrat Dam Airport,53.44139862060547,-91.76280212402344,911,-6.0,A,Muskrat Dam,Canada
ZMT,Masset Airport,54.02750015258789,-132.125,25,-8.0,A,Masset,Canada
ZPB,Sachigo Lake Airport,53.8911018371582,-92.19640350341795,876,-6.0,A,Sachigo Lake,Canada
ZRJ,Round Lake (Weagamow Lake) Airport,52.94359970092773,-91.31279754638672,974,-6.0,A,Round Lake,Canada
ZSJ,Sandy Lake Airport,53.06420135498047,-93.34439849853516,951,-6.0,A,Sandy Lake,Canada
ZTM,Shamattawa Airport,55.8656005859375,-92.0813980102539,289,-6.0,A,Shamattawa,Canada
ZUM,Churchill Falls Airport,53.5619010925293,-64.10639953613281,1442,-4.0,A,Churchill Falls,Canada
ZWL,Wollaston Lake Airport,58.10689926147461,-103.1719970703125,1360,-6.0,N,Wollaston Lake,Canada
BLJ,Batna Airport,35.7521018982,6.308589935300001,2697,1.0,N,Batna,Algeria
CBH,Béchar Boudghene Ben Ali Lotfi Airport,31.64570045471192,-2.269860029220581,2661,1.0,N,Béchar,Algeria
BMW,Bordj Badji Mokhtar Airport,21.375,0.923888981342,1303,1.0,N,Bordj Badji Mokhtar,Algeria
ELU,Guemar Airport,33.5113983154,6.77679014206,203,1.0,N,Guemar,Algeria
KMS,Kumasi Airport,6.714560031890869,-1.5908199548721311,942,0.0,N,Kumasi,Ghana
HDF,Heringsdorf Airport,53.8787002563,14.152299881,93,1.0,E,Heringsdorf,Germany
HEI,Heide-Büsum Airport,54.1533317566,8.90166664124,7,1.0,E,Büsum,Germany
HGL,Helgoland-Düne Airport,54.1852798462,7.91583299637,8,1.0,E,Helgoland,Germany
SJY,Seinäjoki Airport,62.692101,22.8323,302,2.0,E,Seinäjoki / Ilmajoki,Finland
NQT,Nottingham Airport,52.91999816894531,-1.079169988632202,138,0.0,E,Nottingham,United Kingdom
DSA,Robin Hood Doncaster Sheffield Airport,53.4805378105,-1.01065635681,55,0.0,E,"Doncaster, Sheffield",United Kingdom
CAL,Campbeltown Airport,55.437198638916016,-5.686389923095703,42,0.0,E,Campbeltown,United Kingdom
