"faa","name","lat","lon","alt","tz","dst","city","country"
EOI,Eday Airport,59.19060134887695,-2.7722198963165283,10,0.0,E,Eday,United Kingdom
FIE,Fair Isle Airport,59.53580093383789,-1.628059983253479,223,0.0,E,Fair Isle,United Kingdom
NRL,North Ronaldsay Airport,59.3675003052,-2.43443989754,40,0.0,E,North Ronaldsay,United Kingdom
PPW,Papa Westray Airport,59.351699829100006,-2.9002799987800003,91,0.0,E,Papa Westray,United Kingdom
SOY,Stronsay Airport,59.1553001404,-2.64139008522,39,0.0,E,Stronsay,United Kingdom
NDY,Sanday Airport,59.250301361083984,-2.576669931411743,68,0.0,E,Sanday,United Kingdom
LWK,Lerwick / Tingwall Airport,60.192199707,-1.24361002445,43,0.0,E,Lerwick,United Kingdom
WRY,Westray Airport,59.3502998352,-2.95000004768,29,0.0,E,Westray,United Kingdom
LEQ,Land's End Airport,50.102798,-5.67056,398,0.0,E,Land's End,United Kingdom
PZE,Penzance Heliport,50.128101,-5.51845,14,0.0,E,Penzance,United Kingdom
VLY,Anglesey Airport,53.2481002808,-4.53533983231,37,0.0,E,Angelsey,United Kingdom
BRR,Barra Airport,57.0228,-7.44306,5,0.0,E,Barra,United Kingdom
CFN,Donegal Airport,55.0442008972168,-8.340999603271484,30,0.0,E,Dongloe,Ireland
CNL,Sindal Airport,57.503502,10.2294,92,1.0,N,Sindal,Denmark
LKN,Leknes Airport,68.152496337891,13.609399795532,78,1.0,E,Leknes,Norway
OSY,Namsos Høknesøra Airport,64.472198486328,11.57859992981,7,1.0,E,Namsos,Norway
MQN,"Mo i Rana Airport, Røssvoll",66.363899230957,14.301400184631,229,1.0,E,Mo i Rana,Norway
RVK,"Rørvik Airport, Ryum",64.838302612305,11.14610004425,14,1.0,E,Rørvik,Norway
RET,Røst Airport,67.527801513672,12.103300094604,7,1.0,E,Røst,Norway
SDN,Sandane Airport (Anda),61.830001831055,6.1058301925659,196,1.0,E,Sandane,Norway
SOG,Sogndal Airport,61.156101,7.13778,1633,1.0,E,Sogndal,Norway
SVJ,Svolvær Helle Airport,68.243301391602,14.669199943542,27,1.0,E,Svolvær,Norway
SOJ,Sørkjosen Airport,69.786796569824,20.959400177002,16,1.0,E,Sorkjosen,Norway
VAW,"Vardø Airport, Svartnes",70.355400085449,31.044900894165,42,1.0,E,Vardø,Norway
VRY,Værøy Heliport,67.654555,12.727257,12,1.0,E,Værøy,Norway
BZG,Bydgoszcz Ignacy Jan Paderewski Airport,53.0968017578,17.9776992798,235,1.0,E,Bydgoszcz,Poland
LCJ,Łódź Władysław Reymont Airport,51.7219009399,19.3980998993,604,1.0,E,Lodz,Poland
OSD,Åre Östersund Airport,63.194400787354,14.50030040741,1233,1.0,E,Östersund,Sweden
HFS,Hagfors Airport,60.02009963989258,13.578900337219238,474,1.0,E,Hagfors,Sweden
KSD,Karlstad Airport,59.4446983337,13.3374004364,352,1.0,E,Karlstad,Sweden
TYF,Torsby Airport,60.1576004028,12.991299629199998,393,1.0,E,Torsby,Sweden
AGH,Ängelholm-Helsingborg Airport,56.29610061645508,12.847100257873535,68,1.0,E,Ängelholm,Sweden
SQO,Storuman Airport,64.96089935302734,17.69659996032715,915,1.0,E,Mohed,Sweden
HMV,Hemavan Airport,65.80609893798828,15.082799911499023,1503,1.0,E,Hemavan,Sweden
VNT,Ventspils International Airport,57.35779953,21.5442008972,19,2.0,E,Ventspils,Latvia
QRA,Rand Airport,-26.2425003052,28.1511993408,5483,2.0,U,Johannesburg,South Africa
MQP,Kruger Mpumalanga International Airport,-25.3831996918,31.1056003571,2829,2.0,U,Mpumalanga,South Africa
AAM,Malamala Airport,-24.818099975585938,31.54459953308105,1124,2.0,U,Malamala,South Africa
MBD,Mmabatho International Airport,-25.798400878900004,25.5480003357,4181,2.0,U,Mafeking,South Africa
GNZ,Ghanzi Airport,-21.6924991607666,21.658100128173828,3730,2.0,U,Ghanzi,Botswana
ORP,Orapa Airport,-21.266701,25.3167,3100,2.0,U,Orapa,Botswana
SWX,Shakawe Airport,-18.373899459838867,21.83259963989257,3379,2.0,U,Shakawe,Botswana
TLD,Limpopo Valley Airport,-22.1891994476,29.1268997192,1772,2.0,U,Tuli Lodge,Botswana
DIS,Ngot Nzoungou Airport,-4.20635,12.6599,1079,1.0,N,Loubomo,Congo (Brazzaville)
CIP,Chipata Airport,-13.558300018310549,32.58720016479492,3360,2.0,U,Chipata,Zambia
YVA,Iconi Airport,-11.7108001709,43.2439002991,33,3.0,U,Moroni,Comoros
WAQ,Antsalova Airport,-18.701273,44.614921,551,3.0,U,Antsalova,Madagascar
JVA,Ankavandra Airport,-18.80501,45.273467,427,3.0,U,Ankavandra,Madagascar
BMD,Belo sur Tsiribihina Airport,-19.6867008209,44.5419006348,154,3.0,U,Belo sur Tsiribihina,Madagascar
MXT,Maintirano Airport,-18.049999,44.033001,95,3.0,U,Maintirano,Madagascar
TVA,Morafenobe Airport,-17.850083,44.920467,748,3.0,U,Morafenobe,Madagascar
WTA,Tambohorano Airport,-17.47610092163086,43.972801208496094,23,3.0,U,Tambohorano,Madagascar
WTS,Tsiroanomandidy Airport,-18.759677,46.054065,2776,3.0,U,Tsiroanomandidy,Madagascar
WAM,Ambatondrazaka Airport,-17.795378,48.442583,2513,3.0,U,Ambatondrazaka,Madagascar
WPB,Port Bergé Airport,-15.584286,47.623587,213,3.0,U,Port Bergé,Madagascar
DWB,Soalala Airport,-16.10169,45.358837,141,3.0,U,Soalala,Madagascar
WMP,Mampikony Airport,-16.0722693402,47.6441645622,0,3.0,U,Mampikony,Madagascar
WMA,Mandritsara Airport,-15.833049,48.833284,1007,3.0,U,Mandritsara,Madagascar
MJA,Manja Airport,-21.426105,44.316509,787,3.0,U,Manja,Madagascar
CBT,Catumbela Airport,-12.4792,13.4869,23,1.0,N,Catumbela,Angola
DUE,Dundo Airport,-7.400889873504639,20.818500518798828,2451,1.0,N,Dundo,Angola
VPE,Ngjiva Pereira Airport,-17.0435009003,15.683799743700002,3566,1.0,N,Ondjiva,Angola
MSZ,Namibe Airport,-15.261199951171877,12.14680004119873,210,1.0,N,Mocamedes,Angola
KOU,Koulamoutou Mabimbi Airport,-1.1846100091934,12.441300392151,1070,1.0,N,Koulamoutou,Gabon
MJL,Mouilla Ville Airport,-1.845139980316162,11.056699752807615,295,1.0,N,Mouila,Gabon
TCH,Tchibanga Airport,-2.8499999046325684,11.017000198364258,269,1.0,N,Tchibanga,Gabon
VPY,Chimoio Airport,-19.15130043029785,33.42900085449219,2287,2.0,U,Chimoio,Mozambique
SRH,Sarh Airport,9.14444,18.374399,1198,1.0,N,Sarh,Chad
CMK,Club Makokola Airport,-14.306900024414062,35.13249969482422,1587,2.0,U,Club Makokola,Malawi
LUD,Luderitz Airport,-26.687400817871094,15.242899894714355,457,1.0,S,Luderitz,Namibia
OND,Ondangwa Airport,-17.878201,15.9526,3599,1.0,S,Ondangwa,Namibia
OMD,Oranjemund Airport,-28.5847,16.446699,14,1.0,S,Oranjemund,Namibia
SWP,Swakopmund Airport,-22.66189956665,14.568099975586,207,1.0,S,Swakopmund,Namibia
ERS,Eros Airport,-22.612199783325195,17.080400466918945,5575,1.0,S,Windhoek,Namibia
BOA,Boma Airport,-5.854000091552734,13.064000129699709,26,1.0,N,Boma,Congo (Kinshasa)
MAT,Tshimpi Airport,-5.799610137939453,13.440400123596191,1115,1.0,N,Matadi,Congo (Kinshasa)
INO,Inongo Airport,-1.947219967842102,18.28580093383789,1040,1.0,N,Inongo,Congo (Kinshasa)
NIO,Nioki Airport,-2.7174999713897705,17.68470001220703,1043,1.0,N,Nioki,Congo (Kinshasa)
KRZ,Basango Mboliasa Airport,-1.434999942779541,19.02400016784668,1013,1.0,N,Kiri,Congo (Kinshasa)
BSU,Basankusu Airport,1.2247200012207031,19.78890037536621,1217,1.0,N,Basankusu,Congo (Kinshasa)
TSH,Tshikapa Airport,-6.43833,20.794701,1595,2.0,N,Tshikapa,Congo (Kinshasa)
LJA,Lodja Airport,-3.4170000553131104,23.450000762939453,1647,2.0,N,Lodja,Congo (Kinshasa)
PFR,Ilebo Airport,-4.329919,20.590124,1450,2.0,N,Ilebo,Congo (Kinshasa)
OUK,Outer Skerries Airport,60.4252,-0.75,76,0.0,E,Outer Skerries,United Kingdom
GMZ,La Gomera Airport,28.029600143432617,-17.214599609375,716,0.0,E,La Gomera,Spain
BTE,Sherbro International Airport,7.5324201583862305,-12.51889991760254,14,0.0,N,Bonthe,Sierra Leone
KBS,Bo Airport,7.944399833679199,-11.76099967956543,328,0.0,N,Bo,Sierra Leone
KEN,Kenema Airport,7.891290187835693,-11.176600456237791,485,0.0,N,Kenema,Sierra Leone
OXB,Osvaldo Vieira International Airport,11.894800186157228,-15.65369987487793,129,0.0,N,Bissau,Guinea-Bissau
SMW,Smara Airport,26.7318,-11.6847,350,0.0,N,Smara,Western Sahara
VIL,Dakhla Airport,23.7183,-15.932,36,0.0,N,Dakhla,Western Sahara
ESU,Mogador Airport,31.3974990845,-9.6816701889,384,0.0,N,Essadouira,Morocco
EUN,Hassan I Airport,27.151699,-13.2192,207,0.0,N,El Aaiún,Western Sahara
NDR,Nador International Airport,34.988800048799995,-3.0282099247,574,0.0,N,El Aroui,Morocco
RAI,Praia International Airport,14.924500465393066,-23.49349975585937,230,-1.0,U,"Praia, Santiago Island",Cape Verde
SFL,São Filipe Airport,14.8850002289,-24.4799995422,617,-1.0,U,"Sao Filipe, Fogo Island",Cape Verde
BCO,Baco Airport,5.78287,36.562,4580,3.0,U,Baco,Ethiopia
BEI,Beica Airport,9.38638973236084,34.52190017700195,5410,3.0,U,Beica,Ethiopia
DSE,Combolcha Airport,11.082500457763672,39.71139907836914,6117,3.0,U,Dessie,Ethiopia
DEM,Dembidollo Airport,8.553999900817871,34.858001708984375,5200,3.0,U,Dembidollo,Ethiopia
GDE,Gode Airport,5.93513011932,43.5786018372,834,3.0,U,Gode,Ethiopia
GOR,Gore Airport,8.1614,35.5529,6580,3.0,U,Gore,Ethiopia
ABK,Kabri Dehar Airport,6.734,44.252998,1800,3.0,U,Kabri Dehar,Ethiopia
MTF,Mizan Teferi Airport,6.9571,35.5547,4396,3.0,U,Mizan Teferi,Ethiopia
TIE,Tippi Airport,7.2024,35.415,1100,3.0,U,Tippi,Ethiopia
ALU,Alula Airport,11.9582,50.748,6,3.0,U,Alula,Somalia
BSA,Bosaso Airport,11.27530002593994,49.14939880371094,3,3.0,U,Bosaso,Somalia
MGQ,Aden Adde International Airport,2.014440059661865,45.3046989440918,29,3.0,U,Mogadishu,Somalia
GLK,Galcaio Airport,6.78082990646,47.45470047,975,3.0,U,Galcaio,Somalia
BUO,Burao Airport,9.5275,45.5549,3400,3.0,U,Burao,Somalia
AAC,El Arish International Airport,31.073299408,33.8358001709,121,2.0,U,El Arish,Egypt
ATZ,Assiut International Airport,27.0464992523,31.0119991302,772,2.0,U,Asyut,Egypt
ASV,Amboseli Airport,-2.645050048828125,37.25310134887695,3755,3.0,U,Amboseli National Park,Kenya
LKG,Lokichoggio Airport,4.20412015914917,34.348201751708984,2074,3.0,U,Lokichoggio,Kenya
MYD,Malindi Airport,-3.2293100357055664,40.10169982910156,80,3.0,U,Malindi,Kenya
NYK,Nanyuki Airport,-0.06239889934659,37.04100799560547,6250,3.0,U,Nanyuki,Kenya
SRX,Gardabya Airport,31.0634994507,16.5949993134,267,2.0,N,Sirt,Libya
TOB,Gamal Abdel Nasser Airport,31.861,23.907,519,2.0,N,Tobruk,Libya
MJI,Mitiga Airport,32.894100189208984,13.276000022888184,36,2.0,N,Tripoli,Libya
LAQ,La Abraq Airport,32.788700103759766,21.96430015563965,2157,2.0,N,Al Bayda',Libya
ATB,Atbara Airport,17.710344314575195,34.0570182800293,1181,3.0,U,Atbara,Sudan
PZU,Port Sudan New International Airport,19.4335994720459,37.23410034179688,135,3.0,U,Port Sudan,Sudan
BKZ,Bukoba Airport,-1.332,31.8212,3784,3.0,U,Bukoba,Tanzania
TKQ,Kigoma Airport,-4.8862,29.6709,2700,3.0,U,Kigoma,Tanzania
LDI,Lindi Airport,-9.85111,39.757801,100,3.0,U,Lindi,Tanzania
MUZ,Musoma Airport,-1.503,33.8021,3806,3.0,U,Musoma,Tanzania
SHY,Shinyanga Airport,-3.6093,33.5035,3800,3.0,U,Shinyanga,Tanzania
TBO,Tabora Airport,-5.076389789581299,32.83330154418945,3868,3.0,U,Tabora,Tanzania
RUA,Arua Airport,3.049999952316284,30.91699981689453,3951,3.0,U,Arua,Uganda
ULU,Gulu Airport,2.805560111999512,32.27180099487305,3510,3.0,U,Gulu,Uganda
DIU,Diu Airport,20.71310043334961,70.92109680175781,31,5.5,N,Diu,India
ABR,Aberdeen Regional Airport,45.449100494384766,-98.42179870605467,1302,-6.0,A,Aberdeen,United States
ABY,Southwest Georgia Regional Airport,31.535499572753903,-84.19450378417969,197,-5.0,A,Albany,United States
AHN,Athens Ben Epps Airport,33.94860076904297,-83.32630157470703,808,-5.0,A,Athens,United States
ALM,Alamogordo White Sands Regional Airport,32.8399009705,-105.990997314,4200,-7.0,A,Alamogordo,United States
ALO,Waterloo Regional Airport,42.55709838867188,-92.40029907226562,873,-6.0,A,Waterloo,United States
ALW,Walla Walla Regional Airport,46.09489822,-118.288002,1194,-8.0,A,Walla Walla,United States
APN,Alpena County Regional Airport,45.0780983,-83.56030273,690,-5.0,A,Alpena,United States
ATY,Watertown Regional Airport,44.91400146,-97.15470123,1749,-6.0,A,Watertown,United States
BFD,Bradford Regional Airport,41.8031005859375,-78.64009857177734,2143,-5.0,A,Bradford,United States
BFF,Western Neb. Rgnl/William B. Heilig Airport,41.87400055,-103.5960007,3967,-7.0,A,Scottsbluff,United States
BKW,Raleigh County Memorial Airport,37.7873001099,-81.1241989136,2504,-5.0,A,Beckley,United States
BQK,Brunswick Golden Isles Airport,31.2588005065918,-81.46649932861328,26,-5.0,A,Brunswick,United States
BRL,Southeast Iowa Regional Airport,40.783199310302734,-91.12550354003906,698,-6.0,A,Burlington,United States
CEC,Jack Mc Namara Field Airport,41.78020096,-124.2369995,61,-8.0,A,Crescent City,United States
CGI,Cape Girardeau Regional Airport,37.22529983520508,-89.57080078125,342,-6.0,A,Cape Girardeau,United States
CIU,Chippewa County International Airport,46.25080108642578,-84.47239685058594,800,-5.0,A,Sault Ste Marie,United States
CKB,North Central West Virginia Airport,39.2966003418,-80.2281036377,1217,-5.0,A,Clarksburg,United States
CLM,William R Fairchild International Airport,48.12020111083984,-123.5,291,-8.0,A,Port Angeles,United States
CMX,Houghton County Memorial Airport,47.168399810791016,-88.48909759521484,1095,-5.0,A,Hancock,United States
DDC,Dodge City Regional Airport,37.76340103149414,-99.9655990600586,2594,-6.0,A,Dodge City,United States
DUJ,DuBois Regional Airport,41.17829895,-78.8986969,1817,-5.0,A,Du Bois,United States
EAU,Chippewa Valley Regional Airport,44.86579895019531,-91.48429870605467,913,-6.0,A,Eau Claire,United States
EKO,Elko Regional Airport,40.82490158081055,-115.79199981689452,5140,-8.0,A,Elko,United States
EWB,New Bedford Regional Airport,41.67610168457031,-70.95690155029297,80,-5.0,A,New Bedford,United States
FAY,Fayetteville Regional Grannis Field,34.9911994934082,-78.88030242919922,189,-5.0,A,Fayetteville,United States
GGW,Wokal Field Glasgow International Airport,48.212502,-106.614998,2296,-7.0,A,Glasgow,United States
GRI,Central Nebraska Regional Airport,40.96749877929688,-98.30960083007812,1847,-6.0,A,Grand Island,United States
HOT,Memorial Field,34.47800064086914,-93.09619903564452,540,-6.0,A,Hot Springs,United States
HTS,Tri-State/Milton J. Ferguson Field,38.36669922,-82.55799866,828,-5.0,A,Huntington,United States
KIO,Kili Airport,5.644515,169.119507,5,12.0,U,Kili Island,Marshall Islands
IRK,Kirksville Regional Airport,40.09349822998047,-92.5448989868164,966,-6.0,A,Kirksville,United States
JMS,Jamestown Regional Airport,46.92969894,-98.67819977,1500,-6.0,A,Jamestown,United States
LAR,Laramie Regional Airport,41.31209945678711,-105.6750030517578,7284,-7.0,A,Laramie,United States
LBE,Arnold Palmer Regional Airport,40.27590179,-79.40480042,1199,-5.0,A,Latrobe,United States
LBF,North Platte Regional Airport Lee Bird Field,41.12620163,-100.6839981,2777,-6.0,A,North Platte,United States
LEB,Lebanon Municipal Airport,43.6260986328,-72.30419921880001,603,-5.0,A,Lebanon,United States
LMT,Crater Lake-Klamath Regional Airport,42.156101,-121.733002,4095,-8.0,A,Klamath Falls,United States
LNS,Lancaster Airport,40.121700286865234,-76.29609680175781,403,-5.0,A,Lancaster,United States
LWT,Lewistown Municipal Airport,47.04930114746094,-109.46700286865234,4170,-7.0,A,Lewistown,United States
LYH,Lynchburg Regional Preston Glenn Field,37.326698303222656,-79.20040130615234,938,-5.0,A,Lynchburg,United States
MKG,Muskegon County Airport,43.16949844,-86.23819733,629,-5.0,A,Muskegon,United States
MLS,Frank Wiley Field,46.428001403808594,-105.88600158691406,2630,-7.0,A,Miles City,United States
MSL,Northwest Alabama Regional Airport,34.74530029,-87.61019897,551,-6.0,A,Muscle Shoals,United States
OTH,Southwest Oregon Regional Airport,43.41709899902344,-124.24600219726562,17,-8.0,A,North Bend,United States
OWB,Owensboro Daviess County Airport,37.74010086,-87.16680145,407,-6.0,A,Owensboro,United States
PIB,Hattiesburg Laurel Regional Airport,31.467100143432617,-89.33709716796875,298,-6.0,A,Hattiesburg/Laurel,United States
PIH,Pocatello Regional Airport,42.9098014831543,-112.59600067138672,4452,-7.0,A,Pocatello,United States
PIR,Pierre Regional Airport,44.38270187,-100.2860031,1744,-6.0,A,Pierre,United States
PLN,Pellston Regional Airport of Emmet County Airport,45.57089996,-84.79669952,721,-5.0,A,Pellston,United States
PSM,Portsmouth International at Pease Airport,43.0778999329,-70.8233032227,100,-5.0,A,Portsmouth,United States
RDG,Reading Regional Carl A Spaatz Field,40.37850189208984,-75.96520233154297,344,-5.0,A,Reading,United States
RHI,Rhinelander Oneida County Airport,45.63119888305664,-89.46749877929688,1624,-6.0,A,Rhinelander,United States
RKS,Southwest Wyoming Regional Airport,41.5942,-109.065001,6764,-7.0,A,Rock Springs,United States
RUT,Rutland - Southern Vermont Regional Airport,43.52939987,-72.94960022,787,-5.0,A,Rutland,United States
SBP,San Luis County Regional Airport,35.2368011475,-120.641998291,212,-8.0,A,San Luis Obispo,United States
SHR,Sheridan County Airport,44.76919937133789,-106.9800033569336,4021,-7.0,A,Sheridan,United States
SLK,Adirondack Regional Airport,44.38529968261719,-74.2061996459961,1663,-5.0,A,Saranac Lake,United States
SLN,Salina Municipal Airport,38.79100036621094,-97.6521987915039,1288,-6.0,A,Salina,United States
SMX,Santa Maria Pub/Capt G Allan Hancock Field,34.89889908,-120.4570007,261,-8.0,A,Santa Maria,United States
TUP,Tupelo Regional Airport,34.26810073852539,-88.7698974609375,346,-6.0,A,Tupelo,United States
UIN,Quincy Regional Baldwin Field,39.94269943,-91.19460297,768,-6.0,A,Quincy,United States
VCT,Victoria Regional Airport,28.85260009765625,-96.9185028076172,115,-6.0,A,Victoria,United States
VLD,Valdosta Regional Airport,30.78249931335449,-83.27670288085938,203,-5.0,A,Valdosta,United States
WRL,Worland Municipal Airport,43.9656982421875,-107.95099639892578,4227,-7.0,A,Worland,United States
YKM,Yakima Air Terminal McAllister Field,46.56819916,-120.5439987,1099,-8.0,A,Yakima,United States
ECN,Ercan International Airport,35.15470123291016,33.49610137939453,404,2.0,E,Nicosia,Cyprus
RJL,Logroño-Agoncillo Airport,42.4609534888,-2.32223510742,1161,1.0,E,Logroño-Agoncillo,Spain
IDY,Île d'Yeu Airport,46.71860122680664,-2.3911099433898926,79,1.0,E,Île d'Yeu,France
ANE,Angers-Loire Airport,47.560299,-0.312222,194,1.0,E,Angers/Marcé,France
LTT,La Môle Airport,43.205399,6.482,59,1.0,E,La Môle,France
JSY,Syros Airport,37.4227981567,24.9508991241,236,2.0,E,Syros Island,Greece
PEV,Pécs-Pogány Airport,45.990898,18.240996,1000,1.0,N,Pécs-Pogány,Hungary
SOB,Sármellék International Airport,46.686391,17.159084,408,1.0,N,Sármellék,Hungary
AOT,Aosta Airport,45.738499,7.36872,1791,1.0,E,Aosta,Italy
QSR,Salerno Costa d'Amalfi Airport,40.620399,14.9113,119,1.0,E,Salerno,Italy
CVU,Corvo Airport,39.671501,-31.1136,0,-1.0,E,Corvo,Portugal
BNX,Banja Luka International Airport,44.94139862060547,17.297500610351562,400,1.0,E,Banja Luka,Bosnia and Herzegovina
USQ,Uşak Airport,38.68149948120117,29.47170066833496,2897,3.0,E,Usak,Turkey
KSY,Kars Airport,40.562198638916016,43.1150016784668,5889,3.0,E,Kars,Turkey
SFQ,Şanlıurfa Airport,37.09429931640625,38.84709930419922,1483,3.0,E,Sanliurfa,Turkey
KCM,Kahramanmaraş Airport,37.5388259888,36.9535217285,1723,3.0,E,Kahramanmaras,Turkey
AJI,Ağrı Airport,39.654541015625,43.025978088378906,5462,3.0,E,Agri,Turkey
ADF,Adıyaman Airport,37.7313995361,38.4688987732,2216,3.0,E,Adiyaman,Turkey
ISE,Süleyman Demirel International Airport,37.8554000854,30.3684005737,2835,3.0,E,Isparta,Turkey
EDO,Balıkesir Körfez Airport,39.554599762,27.0137996674,50,3.0,E,Balikesir Korfez,Turkey
SZF,Samsun Çarşamba Airport,41.254501,36.567101,18,3.0,E,Samsun,Turkey
ILZ,Žilina Airport,49.2314987183,18.6135005951,1020,1.0,E,Žilina,Slovakia
GDT,JAGS McCartney International Airport,21.444499969482425,-71.14230346679688,13,-4.0,U,Cockburn Town,Turks and Caicos Islands
MDS,Middle Caicos Airport,21.82602,-71.8025,9,-4.0,U,Middle Caicos,Turks and Caicos Islands
SLX,Salt Cay Airport,21.3330001831,-71.1999969482,3,-4.0,U,Salt Cay,Turks and Caicos Islands
AZS,Samaná El Catey International Airport,19.2670001984,-69.7419967651,30,-4.0,U,Samana,Dominican Republic
JBQ,La Isabela International Airport,18.57250022888184,-69.98560333251953,98,-4.0,U,La Isabela,Dominican Republic
PBR,Puerto Barrios Airport,15.7309,-88.583801,33,-6.0,U,Puerto Barrios,Guatemala
AAZ,Quezaltenango Airport,14.8656,-91.501999,7779,-6.0,U,Quezaltenango,Guatemala
UTK,Utirik Airport,11.222,169.852005,4,12.0,U,Utirik Island,Marshall Islands
AHS,Ahuas Airport,15.4722,-84.352203,249,-6.0,U,Ahuas,Honduras
PEU,Puerto Lempira Airport,15.2622,-83.781197,33,-6.0,U,Puerto Lempira,Honduras
MIJ,Mili Island Airport,6.08333,171.733002,4,12.0,U,Mili Island,Marshall Islands
CYW,Captain Rogelio Castillo National Airport,20.546,-100.887001,5709,-6.0,S,Celaya,Mexico
CUA,Ciudad Constitución Airport,25.053800582886,-111.61499786377,213,-7.0,S,Ciudad Constitución,Mexico
GUB,Guerrero Negro Airport,28.0261,-114.024002,59,-8.0,S,Guerrero Negro,Mexico
JAL,El Lencero Airport,19.4750995636,-96.7975006104,3127,-6.0,S,Jalapa,Mexico
CTD,Alonso Valderrama Airport,7.987840175628662,-80.40969848632812,33,-5.0,U,Chitré,Panama
ONX,Enrique Adolfo Jimenez Airport,9.356639862060549,-79.86740112304688,25,-5.0,U,Colón,Panama
